TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_TOOLTIP_PDF_SOLDIER_HEALTH,Gesundheit: 14 (Infanterie)
TEXT_TOOLTIP_PDF_SOLDIER_MOVE,Geschwindigkeit: 0,9
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD,Trupp: 10x - Verteidigungsstreitkraft-Soldat
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP1,9x Blastergewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP2,1x Leichtes Wiederholungsblastergewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD1_WEAP3,2x Erschütterungsgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP1,9x Blastergewehr: 1 / 1,5s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP2,1x Leichter AP-Raketenwerfer: 1 / 9,0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_SQUAD2_WEAP3,2x Concussion Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP1,1x A280 Blaster Gewehr: 1 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP2,1x DLT-20A Wiederholendes Blaster Gewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP3,1x RPS-6 Raketenwerfer: 1 / 9,0s / 280m
TEXT_TOOLTIP_PDF_SOLDIER_WEAP4,1x Concussion Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT,TRANSLATE:TODO
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY,TRANSLATE:Company: 24x - Defense Force Tactical Unit
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP1,TRANSLATE:12x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP2,TRANSLATE:8x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP3,TRANSLATE:4x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_COMPANY_WEAP4,TRANSLATE:4x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_HEALTH,TRANSLATE:Health: 21 (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_MOVE,TRANSLATE:Speed: 1.0 
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_OFFICER_HEALTH,TRANSLATE:Health: 20 (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SHIELD,TRANSLATE:Shields: 5 / [1/R] (Infantry)
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD,TRANSLATE:Squad: 6x - Defense Force Tactical Unit
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP1,TRANSLATE:3x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP2,TRANSLATE:2x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP3,TRANSLATE:1x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_SQUAD_WEAP4,TRANSLATE:1x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP1,TRANSLATE:1x A280 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP2,TRANSLATE:1x Concussion Rifle: 3 / 3.0s / 240m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP3,TRANSLATE:1x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_PDF_TACTICAL_UNIT_WEAP4,TRANSLATE:1x Flame Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_PELTAASSAULT,Eine mit Kampf- und Konvoi-Begleitschutz ausgerüstete Version einer modularen Fregattenklasse. Für ihre Größe recht robust, mit einer Bewaffnung, die neben einigen am Bug montierten Turbolasern vor allem auf die Bekämpfung von Gegnern ausgerichtet ist. Deutlich besser bewaffnet als das Unterstützungsmodell.
TEXT_TOOLTIP_PELTAASSAULT_HULL,Rumpf: 1000 (Fregatte)
TEXT_TOOLTIP_PELTAASSAULT_MOVE,Geschwindigkeit: 2,5 | Beschleunigung: 0,035 | Drehung: 0,4
TEXT_TOOLTIP_PELTAASSAULT_PD,Punktverteidigung: 1 / 0,28s / 1,5km
TEXT_TOOLTIP_PELTAASSAULT_SHIELD, Schilde: 1000 / [17,5/R] (Fregatte)
TEXT_TOOLTIP_PELTAASSAULT_WEAP1,2x Leichte Dreifach-Turbolaser: 1 / 5,0s / 5,1km
TEXT_TOOLTIP_PELTAASSAULT_WEAP2,4x Mittlere Doppelte Schnelle Laserkanonen: 6 / 2,5s / 3,6km
TEXT_TOOLTIP_PELTASUPPORT,Eine allgemeine Flotten-Support-Version einer modularen Fregattenklasse, die zum Betreuen und Verlegen von Interdiction-Minen eingesetzt wird - die zuverlässigste Form der Hyperraum-Prävention in der Ära. Es hat eine symbolische Anti-Jäger-Bewaffnung, ähnlich wie eine Korvette.
TEXT_TOOLTIP_PELTASUPPORT_HULL,Rumpf: 1000 (Korvette)
TEXT_TOOLTIP_PELTASUPPORT_MINE,Interdiction-Minen: 1 / 2
TEXT_TOOLTIP_PELTASUPPORT_MOVE,Geschwindigkeit: 2,5 | Beschleunigung: 0,02 | Drehung: 0,4
TEXT_TOOLTIP_PELTASUPPORT_PD,Punktverteidigung: 1 / 0,57s / 1,5km
TEXT_TOOLTIP_PELTASUPPORT_SHIELD,Schilde: 800 / [14/R] (Korvette)
TEXT_TOOLTIP_PELTASUPPORT_WEAP1,2x Mittlere Doppelte Schnelle Laserkanonen: 6 / 2,5s / 3,6km
TEXT_TOOLTIP_PERSUADER,Auch bekannt als der "Schneckenpanzer", ist der Persuader ein alter Corporate Alliance-Entwurf, der während der Klonkriege intensiv von der Konföderation genutzt wurde. Ursprünglich wurde er von der Corporate Alliance eingesetzt, um Protestierende und Gegner ihrer Geschäftspraktiken zum Schweigen zu bringen.
TEXT_TOOLTIP_PERSUADER_COMMAND_HEALTH,Gesundheit: 175 (Mittleres Fahrzeug)
TEXT_TOOLTIP_PERSUADER_COMMAND_WEAP2,1x Leichter Protonenrakete: 1 / 5.0s / 160m
TEXT_TOOLTIP_PERSUADER_COMPANY,Kompanie: 3x - Persuader-Droiden-Vollstrecker
TEXT_TOOLTIP_PERSUADER_HEALTH,Gesundheit: 200 (Mittleres Fahrzeug)
TEXT_TOOLTIP_PERSUADER_MOVE,Geschwindigkeit: 2.0 | Drehung: 2.0
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL,Der NR-N99 Persuader-Klasse Droidenvollstrecker wurde ursprünglich von der Corporate Alliance entwickelt und eingesetzt, um alles vor ihm zu zermalmen, sei es ein Gebäude oder Zivilisten. Diese Panzer wurden vor den Klonkriegen eingesetzt, um die Bevölkerung im Äußeren Rand davon zu "überzeugen", nicht gegen die Pläne der Corporate Alliance zu protestieren oder auf andere Weise zu opponieren. Militarisierte Versionen dieser Panzer trugen während der Klonkriege wesentlich zur Konföderation unabhängiger Systeme bei.
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_COMPANY,Kompanie: 3x - Persuader Riot Control Droid
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_WEAP1,1x Ionenkanone: 2 / 1.0s / 320m
TEXT_TOOLTIP_PERSUADER_RIOT_CONTROL_WEAP2,1x Leichtes AI-Blastergeschütz: 4 / 0.5s / 240m
TEXT_TOOLTIP_PERSUADER_WEAP1,1x AP-Blastergeschütz: 2 / 1.0s / 320m
TEXT_TOOLTIP_PERSUADER_WEAP2,1x Betäubungsgrenade: 2 / 5.0s / 160m
TEXT_TOOLTIP_PIRATE,TRANSLATE:TODO
TEXT_TOOLTIP_PIRATE_BASE,Piratenbasis versteckt in einem ausgehöhlten und befestigten Asteroiden. Unterwelt-Verbindungen ermöglichen den Zugang zu nicht standardmäßiger Hardware im Austausch für das Wegsehen bei bestimmten unangenehmen Aktivitäten und Personen in der Region.
TEXT_TOOLTIP_PIRATE_BASE_HULL,Rumpf: 1800 (Capital)
TEXT_TOOLTIP_PIRATE_BASE_SHIELD,Schilde: 3200 / [32/R] (Capital)
TEXT_TOOLTIP_PIRATE_BASE_WEAP1,4x leichte Doppelturbolaser: 1 / 5.0s / 6.1km
TEXT_TOOLTIP_PIRATE_BASE_WEAP2,2x schwere Laserkanonen: 2 / 5.0s / 5.6km
TEXT_TOOLTIP_PIRATE_BASE_WEAP3,2x Erschütterungsraketen: 2 / 5.0s / 5.1km
TEXT_TOOLTIP_PIRATE_FIGHTER,TRANSLATE:TODO
TEXT_TOOLTIP_PIRATE_TARIFF,Piratenaktivitäten können zu Störungen im Handel führen.
TEXT_TOOLTIP_PIRATEPLEX,TRANSLATE:TODO
TEXT_TOOLTIP_POLICE_RESPONDER,Lokale Polizeieinheiten ausgerüstet mit Schutzausrüstung und langen Waffen für den Notfall-Kampfeinsatz. Obwohl sie relativ gut geschützt sind, haben sie schlechte Mobilität und Angriffskapazitäten und können höchstens gegen Infanterie kämpfen.
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY,Company: 40x - Polizei-Vollstrecker
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP1,20x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP2,20x Schallgewehre: 1 / 1,5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP3,2x Ionen-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_COMPANY_WEAP4,2x Schall-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_HEALTH,Gesundheit: 17 (Infanterie)
TEXT_TOOLTIP_POLICE_RESPONDER_MOVE,Geschwindigkeit: 0,8
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD,Trupp: 10x - Polizei-Vollstrecker
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD1_WEAP1,10x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD1_WEAP2,1x Ionen-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD2_WEAP1,10x Schallgewehre: 1 / 1,5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD2_WEAP2,1x Schall-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3,Trupp: 9x - Polizei-Vollstrecker
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3_WEAP1,9x Schallgewehre: 1 / 1,5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_SQUAD3_WEAP2,1x Schall-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP1,1x 500-Riotgewehr: 3 / 1,25s / 220m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP2,1x Sonomax-100-Gewehr: 1 / 1,5s / 240m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP3,1x Ionen-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_POLICE_RESPONDER_WEAP4,1x Schall-Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_PRISON_GARRISON,TRANSLATE:Police Enforcer Carbineer Squad: 1 / 0
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE,Arbeitskräftemangel oder Verzweiflung haben oft dazu geführt, dass zivile Versorgungsdroiden in behelfsmäßige Kampfformationen umgewandelt wurden. Diese Mensch-Cyborg-Beziehungsdroiden der Serie 3PO wurden grob zu Kampfdroiden umfunktioniert, obwohl ihre zivilen Rahmen für solche Strapazen ungeeignet sind, egal wie gut durchdacht ihre Umrüstung war.
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_COMPANY,Kompanie: 36x - Protokoll-Legionär
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_COMPANY_WEAP1,36x Blaster-Box: 2 / 1,25s / 240m
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_HEALTH,Gesundheit: 25 (Droide)
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_MOVE,Geschwindigkeit: 0,8
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_OFFICER_HEALTH,Gesundheit: 29 (Droide)
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_SQUAD,Trupp: 9x - Protokoll-Legionär
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_SQUAD_WEAP1,9x Blaster-Box: 2 / 1,25s / 240m
TEXT_TOOLTIP_PROTOCOL_LEGIONNAIRE_WEAP1,1x AAP Blaster-Box: 2 / 1,25s / 240m
TEXT_TOOLTIP_PROVIDENCE,Ein stabilerr Träger-/Zerstörerhybrid mit Wurzeln im Mon Calamari-Design und einer signifikanten Torpedo-Batterie. Ältere Modelle waren reine Zerstörer, bevor General Grievous während der Klonkriege die Träger-/Zerstörerversion populär machte. Das Design wurde nach dem Konflikt in Rebellen-, Widerstands- und anderen Flotten weiterhin verwendet.
TEXT_TOOLTIP_PROVIDENCE_HULL,Rumpf: 3400 (Schwere Fregatte)
TEXT_TOOLTIP_PROVIDENCE_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,04 | Drehung: 0,4
TEXT_TOOLTIP_PROVIDENCE_SHIELD, Schilde: 3000 / [37,5/R] (Schwere Fregatte)
TEXT_TOOLTIP_PROVIDENCE_SQUADRON,Jäger: 2 / 5 | Bomber: 2 / 6
TEXT_TOOLTIP_PROVIDENCE_WEAP1,4x Leichte Quad-Turbolaser: 2 / 2.86s / 5.2km
TEXT_TOOLTIP_PROVIDENCE_WEAP2,1x Schweres Ionenkanone: 2 / 10,0s / 7,2km
TEXT_TOOLTIP_PROVIDENCE_WEAP3,2x Leichte Anti-Jäger-Ionenkanonen: 2 / 1.67s / 3.2km
TEXT_TOOLTIP_PROVIDENCE_WEAP4,3x Leichte Doppel-Laserkanonen: 2 / 0.44s / 3.7km
TEXT_TOOLTIP_PROVIDENCE_WEAP5,4x Leichte Protonentorpedos: 4 / 8,0s / 5,2km
TEXT_TOOLTIP_PUNISHING_ONE_HULL,Rumpf: 250 (Kanonenboot)
TEXT_TOOLTIP_PUNISHING_ONE_MOVE,Geschwindigkeit: 3.5 | Beschleunigung: 0.3 | Wendigkeit: 2.0
TEXT_TOOLTIP_PUNISHING_ONE_SHIELD,Schilde: 120 / [10/R] (Kanonenboot)
TEXT_TOOLTIP_PUNISHING_ONE_WEAP1,1x Schwere Jäger-Laserkanone: 8 / 2.0s / 2.0km
TEXT_TOOLTIP_PUNISHING_ONE_WEAP2,1x Jäger-Ionenkanone: 2 / 2.0s / 1.6km
TEXT_TOOLTIP_PUNISHING_ONE_WEAP3,1x Schwere Jäger-Protonentorpedo: 1 / 50.0s / 2.0km
TEXT_TOOLTIP_PURSUER,Ein von MandalMotors entworfenes schweres Patrouillenschiff, das während der Klonkriege von den Mandalorianischen Schutztruppen eingesetzt wurde und nach der Gründung des Imperiums weit verbreitet an Polizeikräfte in der ganzen Galaxis verkauft wurde. Trotz seiner geringen Größe trug es relativ schwere Waffen und starke Schilde. Boba fett war nach Endor dafür bekannt eine Pursuer als Slave II zu nutzen.
TEXT_TOOLTIP_PURSUER_HERO_HULL,Rumpf: 300 (Kanonenboot)
TEXT_TOOLTIP_PURSUER_HERO_SHIELD,Schilde: 150 / [15/R] (Kanonenboot)
TEXT_TOOLTIP_PURSUER_HULL,Rumpf: 120 (Kanonenboot)
TEXT_TOOLTIP_PURSUER_MOVE,Geschwindigkeit: 5,5 | Beschleunigung: 0,06 | Drehung: 3,35
TEXT_TOOLTIP_PURSUER_SHIELD,Schilde: 130 / [3,25/R] (Kanonenboot)
TEXT_TOOLTIP_PURSUER_SQUADRON,Staffel: 4x - Pursuer Enforcement Schiff
TEXT_TOOLTIP_PURSUER_WEAP1,1x Schwerer Jäger-Laserkanone: 4 / 2,0s / 2,0km
TEXT_TOOLTIP_PURSUER_WEAP2,1x Jäger-Ionenkanone: 2 / 2,0s / 2,0km
TEXT_TOOLTIP_PURSUER_WEAP3,1x Jäger-Protonentorpedo: 1 / 18,8s / 2,0km
TEXT_TOOLTIP_R22_SPEARHEAD,Inspiriert von der Aurek entwarfen die Tammuz-An die Spearhead als einen Hyperraum-fähigen Eskortjäger. Der Spearhead erwies sich als zuverlässiger und langlebiger Hyperraum-Eskortjäger für die Galaktische Republik und wurde später auch von der Rebellion eingesetzt, deren Piloten gerne an seinem Design herum bastelten. Dank dieser Modifizierbarkeit diente die Spearhead nicht nur als Jagdflugzeug, sondern auch als Versuchsobjekt der Rebellion. Später wurde die Speerspitze unter der Aufsicht von Dodonna und Blissex einem umfassenden Aufrüstungsprogramm unterzogen, aus dem sich der berühmte A-Flügel-Abfangjäger entwickelte.
TEXT_TOOLTIP_RECUSANT,Ein fragiler Leichtkreuzer, der ursprünglich als Raubfahrzeug von der Handelsföderation gebaut wurde und später an andere Gruppen verkauft wurde. Obwohl es sich nicht um die haltbasten Schiffe handelt, sind sie in der Lage, erheblichen Schaden aus großer Entfernung zu verursachen und tragen ein bedeutendes Punktverteidigungsarray, um sich vor Angriffen durch Jägere zu schützen.
TEXT_TOOLTIP_RECUSANT_HULL,Rumpf: 2400 (Fregatte)
TEXT_TOOLTIP_RECUSANT_MOVE,Geschwindigkeit: 3,25 | Beschleunigung: 0,04 | Drehung: 0,4
TEXT_TOOLTIP_RECUSANT_SHIELD,Schilde: 2800 / [42/R] (Fregatte)
TEXT_TOOLTIP_RECUSANT_SQUADRON_FOTR,Jäger: 0,5 / 2 [Erfordert Forschung]
TEXT_TOOLTIP_RECUSANT_WEAP1,1x Schwerer Doppelturbolaser: 2 / 3.33s / 7.2km
TEXT_TOOLTIP_RECUSANT_WEAP2,1x Mittlerer Doppelturbolaser: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_RECUSANT_WEAP3,1x Mittlerer Turbolaser: 2 / 2,0 s / 6,2 km
TEXT_TOOLTIP_RECUSANT_WEAP4,2x Mittlere Doppellaserkanonen: 2 / 0.33s / 4.2km
TEXT_TOOLTIP_RECUSANT_WEAP5,1x Leichte Doppellaserkanone: 2 / 0.42s / 3.7km
TEXT_TOOLTIP_RECUSANT_WEAP6,6x Leichte Laserkanonen: 2 / 0,5 s / 3,7 km
TEXT_TOOLTIP_REP_SKIPRAY,Ein frühes planetarisches Skipray-Modell zur Verteidigung, das das Turbosturm-Geschützschiff aus der Zeit vor den Klonkriegen ersetzen sollte, indem es Systeme verwendete, die auf den Toscan Q-Jägern getestet wurden. Es ist immer noch ein kraftvolles Angriffsschiff, aber im Vergleich zu späteren imperialen Modellen langsamer und nicht so gut bewaffnet.
TEXT_TOOLTIP_REP_Y_WING,Ein ehrwürdiger mittelschwerer Bomber, das -B-Modell ist eines der beiden ursprünglichen Y-Flügel-Modelle, die für die Klonkriege entwickelt wurden und robuster, aber weniger wendig als das S-Modell sind. Es eignet sich am besten, um größere feindliche Schiffe mit seinen Ionenkanonen und Munition anzugreifen.
TEXT_TOOLTIP_RESOURCE_GARRISON,TRANSLATE:Corporate Security Trooper Squad: 1 / 0
TEXT_TOOLTIP_REVOLT_A_FACTORY_HEALTH,Gesundheit: 900 (Struktur)
TEXT_TOOLTIP_REVOLT_BARRACKS_HEALTH,Gesundheit: 400 (Struktur)
TEXT_TOOLTIP_REVOLT_ELITEMERC_BARRACKS_1,Elite-Schwereinheit: 3 / ∞
TEXT_TOOLTIP_REVOLT_ELITEMERC_BARRACKS_2,Elite-Späheinheit: 1 / ∞
TEXT_TOOLTIP_REVOLT_H_FACTORY_HEALTH,Gesundheit: 1200 (Struktur)
TEXT_TOOLTIP_REVOLT_ILLEGAL_HEAVY_FACTORY_1,MZ-8-Pulskanonenpanzer: 2 / 4
TEXT_TOOLTIP_REVOLT_L_FACTORY_HEALTH,Gesundheit: 700 (Struktur)
TEXT_TOOLTIP_REVOLT_LIGHTMERC_BARRACKS_1,Leichte Söldnertruppe: 4 / ∞
TEXT_TOOLTIP_REVOLT_MERC_BARRACKS,Erlaubt das Training von Söldnereinheiten.
TEXT_TOOLTIP_REVOLT_MERC_BARRACKS_1,Söldnertrupp: 4 / ∞
TEXT_TOOLTIP_REVOLT_OFFICE_HEALTH,Gesundheit: 2000 (Struktur)
TEXT_TOOLTIP_REVOLT_OLDREP_LIGHT_FACTORY_1,AT-PT Läufer: 4 / 8
TEXT_TOOLTIP_REVOLT_PDF_HQ_BASE,Wichtiger Stützpunkt für die lokalen planetarischen Verteidigungskräfte und Regierungsbeamten.
TEXT_TOOLTIP_REVOLT_PDF_HQ_BASE_1,Söldnertruppe: 3 / ∞
TEXT_TOOLTIP_REVOLT_PDF_HQ_BASE_2,Schwere Söldnertruppe: 2 / ∞
TEXT_TOOLTIP_REVOLT_PDF_HQ_BASE_3,SD-6 Hulk Infanterie-Droide: 2 / ∞
TEXT_TOOLTIP_REVOLT_PDF_HQ_BASE_4,X-34 Landspeeder Technical: 6 / ∞
TEXT_TOOLTIP_REVOLT_PRECINCT_1,Polizei-Enforcer-Karabiner-Trupp: 2 / ∞
TEXT_TOOLTIP_REVOLT_PRECINCT_2,Polizei-Enforcer-Schwerer Trupp: 2 / ∞
TEXT_TOOLTIP_REVOLT_PRECINCT_HOUSE,Ein Polizeirevier, das hastig in eine Miliz-Hauptquartier für den Notfall umgewandelt wurde.
TEXT_TOOLTIP_REVOLT_RURAL_BARRACKS_1,Lokale Militärtruppe: 3 / ∞
TEXT_TOOLTIP_REVOLT_RURAL_BARRACKS_2,M-91 Militär-Läufer: 2 / 4
TEXT_TOOLTIP_REVOLT_RURAL_BARRACKS_PDF1,Verteidigungstruppen Anti-Personen-Trupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_RURAL_BARRACKS_PDF2,Verteidigungstruppen Anti-Fahrzeug-Trupp: 2 / ∞
TEXT_TOOLTIP_REVOLT_RURAL_BARRACKS_PDF3,Bantha-II Skiff: 1 / 2
TEXT_TOOLTIP_REVOLT_SCAVENGER_BASE,Große Basisoperationen von Schrottsammlern.
TEXT_TOOLTIP_REVOLT_SCAVENGER_BASE_1,Schrottsammler-Trupp: 3 / ∞
TEXT_TOOLTIP_REVOLT_SCAVENGER_BASE_2,Schwerer Schrottsammler-Trupp: 2 / ∞
TEXT_TOOLTIP_REVOLT_SCAVENGER_BASE_3,SD-6 Hulk Infanterie-Droiden: 2 / ∞
TEXT_TOOLTIP_REVOLT_SCAVENGER_BASE_4,X-34 Landspeeder Techniker: 6 / ∞
TEXT_TOOLTIP_REVOLT_SCAVENGER_OUTPOST,Schrottsammler-Stützpunkt.
TEXT_TOOLTIP_REVOLT_SCAVENGER_OUTPOST_1,Schrottsammler-Trupp: 4 / ∞
TEXT_TOOLTIP_REVOLT_TRADE_POST,Lokales Handelsschutz-Zentrum.
TEXT_TOOLTIP_REVOLT_TRADE_POST_1,Unternehmenssicherheitstruppen-Gruppe: 4 / ∞
TEXT_TOOLTIP_REVOLT_TRADE_POST_2,Droideka: 4 / ∞
TEXT_TOOLTIP_REVOLT_TRADE_POST_3,SD-6 Hulk Infanteriedroide: 2 / 4
TEXT_TOOLTIP_REVOLT_UMARKET,Treffpunkt und Verkaufsort für lokale, paramilitärische und kriminelle Waffenverkäufe.
TEXT_TOOLTIP_REVOLT_UMARKET_1,Schrottsammler-Trupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_UMARKET_2,Söldner-Trupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_UMARKET_3,Elite-Schwerer-Söldnertrupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_UMARKET_4,Polizei-Vollstrecker-Karabinertrupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_URBAN_BARRACKS_1,Lokaler Militärtrupp: 3 / ∞
TEXT_TOOLTIP_REVOLT_URBAN_BARRACKS_2,AT-PT Läufer: 2 / 4
TEXT_TOOLTIP_REVOLT_URBAN_BARRACKS_PDF1,Verteidigungsstreitkräfte-Truppler Anti-Personen-Trupp: 1 / ∞
TEXT_TOOLTIP_REVOLT_URBAN_BARRACKS_PDF2,Verteidigungsstreitkräfte-Truppler Anti-Fahrzeug-Trupp: 2 / ∞
TEXT_TOOLTIP_REVOLT_WALKER_LIGHT_FACTORY_1,M-91 Militärwalker: 4 / 8
TEXT_TOOLTIP_RIOT_SHIELD,Randalierschild: Hohe Chance, frontale Infanterie-Blasterfeuer abzuwehren
TEXT_TOOLTIP_RIOT_SHIELD_TOKEN,Schildplatte: Geringe Chance, frontale Infanterie-Blasterfeuer abzuwehren
TEXT_TOOLTIP_SCAV,Schrottsammler, die den aktuellen galaktischen Konflikt ausnutzen, um Profit zu machen. Arbeiten oft mit oder unterwerfen sich lokalen Regierungen und privaten Armeen. Gut ausgestattet mit gestohlenem Equipment und eine Bedrohung für Fahrzeuge.
TEXT_TOOLTIP_SCAV_COMPANY,Kompanie: 36x - Schrottsammler
TEXT_TOOLTIP_SCAV_COMPANY_WEAP1,28x Blaster-Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_SCAV_COMPANY_WEAP2,8x Schwerer AP-Raketenwerfer: 1 / 9,0 s / 320m
TEXT_TOOLTIP_SCAV_COMPANY_WEAP3,8x Thermische Granate: 1 / 15,0 s / 200m
TEXT_TOOLTIP_SCAV_HEALTH,Leben: 18 (Infanterie)
TEXT_TOOLTIP_SCAV_LEADER_HEALTH,Leben: 20 (Infanterie)
TEXT_TOOLTIP_SCAV_LEADER_SHIELD,Schilde: 10 / [2/R] (Infanterie)
TEXT_TOOLTIP_SCAV_MOVE,Geschwindigkeit: 1,1
TEXT_TOOLTIP_SCAV_SQUAD,Trupp: 9x - Schrottsammler
TEXT_TOOLTIP_SCAV_SQUAD_WEAP1,7x Blaster-Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_SCAV_SQUAD_WEAP2,2x Schwerer AP-Raketenwerfer: 1 / 9,0 s / 320m
TEXT_TOOLTIP_SCAV_SQUAD_WEAP3,2x Thermische Granate: 1 / 15,0 s / 200m
TEXT_TOOLTIP_SCAV_WEAP1,1x E-5 Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_SCAV_WEAP2,1x Bergungsschwerer Raketenwerfer: 1 / 9,0 s / 320m
TEXT_TOOLTIP_SCAV_WEAP3,1x Thermische Granate: 1 / 15,0 s / 200m
TEXT_TOOLTIP_SCOUTTROOPER,Ein auf einem Speeder montierter Trooper für Aufklärung und leichten Kampf. Das Design ist älter als mehrere andere Speeder-Modelle, hat aber aufgrund seiner Kosten, Geschwindigkeit und Zuverlässigkeit eine längere Dienstgeschichte, trotz seines Rufs als Todesfalle. Er eignet sich gut zum Aufspüren von Artillerie, zum Auskundschaften und Überfallen von Strukturen oder zum Bedrängen von Infanterie.
TEXT_TOOLTIP_SCOUTTROOPER_COMPANY,Kompanie: 8x - 74-Z-Speederbike-Scout
TEXT_TOOLTIP_SCOUTTROOPER_HEALTH,Gesundheit: 25 (Speeder)
TEXT_TOOLTIP_SCOUTTROOPER_HEALTH_NOBIKE,Gesundheit: 8 (Infanterie)
TEXT_TOOLTIP_SCOUTTROOPER_MOVE,Geschwindigkeit: 5,0 | Drehung: 8,0
