BOARDING_KATANA,Boarding hat begonnen...
TEXT_TOOLTIP_NAMANA_WEAP1,2x schwere Turbolaser: 2 / 2.0s / 7.1km
TEXT_TOOLTIP_NAMANA_WEAP2,2x mittlere Laserkanonen: 2 / 0.5s / 4.1km
TEXT_TOOLTIP_NAMMO,Nammo war ein Admiral der Mon Calamari in der Allianzflotte. Er und sein Flaggschiff, die Defiance, waren bei Endor anwesend.
TEXT_TOOLTIP_NANTZ,Fimus Nantz war einer der Top-Admirale der Neuen Republik, obwohl er aufgrund seines beißenden Wesens und seiner direkten Aussagen bewusst aus der Öffentlichkeit ferngehalten wurde. Er war der Stratege bei der Befreiung der Westlichen Randgebiete und des Südkerns durch die Erste Flotte. Nantz wurde später der ranghöchste Flaggenoffizier der Heimatflotte.
TEXT_TOOLTIP_NAVETT,Ein hochqualifizierter Agent des Imperialen Geheimdienstes, Navett und sein Team waren Spezialisten für Sabotage und Aufwiegelung von Unruhen, eine Fähigkeit, die von Moff Disra in seinen verschiedenen Plänen häufig ausgenutzt wurde.
TEXT_TOOLTIP_NAVETT_HEALTH,Gesundheit: 135 (Held)
TEXT_TOOLTIP_NAVETT_MOVE,Geschwindigkeit: 1.2
TEXT_TOOLTIP_NAVETT_WEAP1,1x Nightsinger-Blastergewehr: 1 / 3.0s / 320m
TEXT_TOOLTIP_NAVIK_EFFECT,Effekt: Verteidigungsanlagen im Boden- und Weltraum um 20% günstiger, Rodias Einfluss maximiert.
TEXT_TOOLTIP_NAVY_SPECIAL_COMMANDER_COMPANY,Kompanie: 1x - SpecNav-Feldkommandant
TEXT_TOOLTIP_NAVY_SPECIAL_COMMANDER_HEALTH,Gesundheit: 180 (Infanterie)
TEXT_TOOLTIP_NAVYCOMMANDO,Navy Commandos sind ein Versuch der Imperial Navy, eine interne Infanterie-Rolle ähnlich den Sturmtruppen zu erfüllen, wenn diese nicht verfügbar sind. Diese Kommandos sind damit beauftragt, wichtige Einrichtungen der Imperial Navy zu bewachen oder um reguläre Infanterie auf Missionen zu verstärken. Navy Commandos verzichten oft auf schwere Ausrüstung, um mehr Mobilität in der Gruppe zu ermöglichen und so günstige Positionen zum Abfeuern zu finden.
TEXT_TOOLTIP_NAVYCOMMANDO_CAPTAIN_HEALTH,Gesundheit: 24 (Infanterie)
TEXT_TOOLTIP_NAVYCOMMANDO_COMPANY,Kompanie: 36x - Navy Commando
TEXT_TOOLTIP_NAVYCOMMANDO_COMPANY_WEAP1,28x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NAVYCOMMANDO_COMPANY_WEAP2,4x Rail Detonator: 1 / 6,0s / 240m
TEXT_TOOLTIP_NAVYCOMMANDO_COMPANY_WEAP3,4x Schwerer AP-Raketenwerfer: 1 / 9,0s / 320m
TEXT_TOOLTIP_NAVYCOMMANDO_COMPANY_WEAP4,12x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_NAVYCOMMANDO_HEALTH,Gesundheit: 18 (Infanterie)
TEXT_TOOLTIP_NAVYCOMMANDO_MOVE,Geschwindigkeit: 1,1
TEXT_TOOLTIP_NAVYCOMMANDO_SGT_HEALTH,Gesundheit: 21 (Infanterie)
TEXT_TOOLTIP_NAVYCOMMANDO_SQUAD,Squad: 9x - Navy Commando
TEXT_TOOLTIP_NAVYCOMMANDO_SQUAD_WEAP1,7x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NAVYCOMMANDO_SQUAD_WEAP2,1x Rail Detonator: 1 / 6,0s / 240m
TEXT_TOOLTIP_NAVYCOMMANDO_SQUAD_WEAP3,1x Schwerer AP-Raketenwerfer: 1 / 9,0s / 320m
TEXT_TOOLTIP_NAVYCOMMANDO_SQUAD_WEAP4,3x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_NAVYCOMMANDO_WEAP1,1x E11 Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NAVYCOMMANDO_WEAP2,1x Rail Detonator: 1 / 6,0s / 240m
TEXT_TOOLTIP_NAVYCOMMANDO_WEAP3,1x MiniMag PTL Launcher: 1 / 9,0s / 320m
TEXT_TOOLTIP_NAVYCOMMANDO_WEAP4,1x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_NAVYTROOPER,Soldaten, die der Imperial Navy zugeteilt sind, sind Navy Trooper. Ihre Hauptaufgabe ist die Sicherheit an Bord von Schiffen und in einigen Outer Rim-Kampagnen als Bodentruppen. Obwohl ihnen die Ausbildung und Erfahrung der Sturmtruppen fehlt, sind Navy Trooper trotzdem gut ausgerüstet und werden oft als Unterstützung als zweite Linie der Truppen eingesetzt.
TEXT_TOOLTIP_NAVYTROOPER_COMPANY,Kompanie: 56x - Navy Trooper
TEXT_TOOLTIP_NAVYTROOPER_COMPANY_WEAP1,56x Blaster-Karabiner: 3 / 1.25s / 220m
TEXT_TOOLTIP_NAVYTROOPER_COMPANY_WEAP2,8x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_NAVYTROOPER_HEALTH,Leben: 14 (Infanterie)
TEXT_TOOLTIP_NAVYTROOPER_LIEUTENANT_HEALTH,Leben: 20 (Infanterie)
TEXT_TOOLTIP_NAVYTROOPER_MOVE,Geschwindigkeit: 1.0
TEXT_TOOLTIP_NAVYTROOPER_SERGEANT_HEALTH,Leben: 18 (Infanterie)
TEXT_TOOLTIP_NAVYTROOPER_SQUAD,Trupp: 14x - Navy Trooper
TEXT_TOOLTIP_NAVYTROOPER_SQUAD_WEAP1,14x Blaster-Karabiner: 3 / 1.25s / 220m
TEXT_TOOLTIP_NAVYTROOPER_SQUAD_WEAP2,2x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_NAVYTROOPER_WEAP1,1x E11 Blaster-Karabiner: 3 / 1.25s / 220m
TEXT_TOOLTIP_NAVYTROOPER_WEAP2,1x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_NEBULA,Ein modernisierter und kompakter Sternenzerstörer, entwickelt von der Neuen Republik mit einer Geschichte im Defender-Programm, der den unpopulären Republic-Klasse ersetzt. Sehr gut bewaffnet für seine Größe, excelleiert die Nebula darin, feindliche Großkampfschiffe hinter der Deckung stabilerer Designs oder von einer flankierenden Position aus zu zerstören. Trotz der enormen Feuerkraft ist sie immer noch weniger massiv als selbst eine Victory-Klasse und hält im direkten Kampf gegen größere Schiffe als sich selbst nicht stand.
TEXT_TOOLTIP_NEBULA_HULL,Rumpf: 4194 (Großkampfschiff)
TEXT_TOOLTIP_NEBULA_MOVE,Geschwindigkeit: 2.5 | Beschleunigung: 0.025 | Drehung: 0.275
TEXT_TOOLTIP_NEBULA_SHIELD,Schilde: 6000 / [45/R] (Großkampfschiff)
TEXT_TOOLTIP_NEBULA_SQUADRON,Jäger: 2 / 3
TEXT_TOOLTIP_NEBULA_WEAP1,1x Ultrahauptturbolaser: 1 / 5.0s / 8.2km
TEXT_TOOLTIP_NEBULA_WEAP2,4x Schwere Turbolaser: 2 / 1.0s / 7.2km
TEXT_TOOLTIP_NEBULA_WEAP3,2x Mittlere Dreifachturbolaser: 2 / 5.0s / 6.2km
TEXT_TOOLTIP_NEBULA_WEAP4,6x Mittlere Turbolaser: 2 / 1.1s / 6.2km
TEXT_TOOLTIP_NEBULA_WEAP5,2x Mittlere Ionengeschosse: 2 / 1.0s / 6.2km
TEXT_TOOLTIP_NEBULA_WEAP6,1x Angriffserchütterungsrakete: 8 / 10.0s / 7.2km
TEXT_TOOLTIP_NEBULON_B,Eine von Kuat entworfene Geleitfregatte, die ursprünglich dazu gedacht war, imperialen Konvois gegen Überfälle durch frühe Rebellen-Gruppen zu schützen. Aufgrund ihrer Vielseitigkeit und leichten Beschaffbarkeit wurde das Design jedoch innerhalb der Allianzflotte immer beliebter. Es ist gut bewaffnet, aber aufgrund des freiliegenden Sporns strukturell fragil.
TEXT_TOOLTIP_NEBULON_B_HERO_WEAP,1x Leichter Protonentorpedo: 2 / 4,0s / 5,1km
TEXT_TOOLTIP_NEBULON_B_HULL,Rumpf: 1000 (Fregatte)
TEXT_TOOLTIP_NEBULON_B_MOVE,Geschwindigkeit: 2,75 | Beschleunigung: 0,035 | Wendigkeit: 0,4
TEXT_TOOLTIP_NEBULON_B_PATROL,Ursprünglich als Geleitschutz für imperiale Konvois konzipiert, wurde das Nebulon B-Design von Imperien und Rebellen unzählige Male umgebaut und variiert, um den Anforderungen gerecht zu werden. Diese von den Imperialen entworfene Variante des Basismodells verliert jedoch aufgrund von Platzmangel durch mehrere Ionenkanonen einen Teil der Turbolaser- und Laserleistung des ursprünglichen Designs. Diese Ionenwaffen stellen eine direkte Gegenzugbewegung gegen die Abhängigkeit der Neuen Republik von stark geschützten Schiffen und Jägern dar und verbessern die Fähigkeiten der Fregatte gegenüber geschützten Zielen deutlich.
TEXT_TOOLTIP_NEBULON_B_PATROL_HULL,Rumpf: 1000 (Fregatte)
TEXT_TOOLTIP_NEBULON_B_PATROL_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,035 | Wendigkeit: 0,4
TEXT_TOOLTIP_NEBULON_B_PATROL_PD,Punktverteidigung: 1 / 0,27s / 1,4km
TEXT_TOOLTIP_NEBULON_B_PATROL_SHIELD, Schilde: 800 / [14/R] (Fregatte)
TEXT_TOOLTIP_NEBULON_B_PATROL_SQUADRON,Jäger: 1 / 1
TEXT_TOOLTIP_NEBULON_B_PATROL_WEAP1,2x Leichte Turbolaser: 2 / 2.22s / 5.1km
TEXT_TOOLTIP_NEBULON_B_PATROL_WEAP2,1x Mittlere Ionenkanone: 2 / 3.33s / 6.1km
TEXT_TOOLTIP_NEBULON_B_PATROL_WEAP3,1x Leichte Ionenkanone gegen Jäger: 2 / 3.33s / 4.1km
TEXT_TOOLTIP_NEBULON_B_PATROL_WEAP4,2x Mittlere Schnellfeuer-Laserkanonen: 6 / 1.43s / 3.6km
TEXT_TOOLTIP_NEBULON_B_PD,Punktverteidigung: 1 / 0,21s / 1,5km
TEXT_TOOLTIP_NEBULON_B_SHIELD, Schilde: 800 / [14/R] (Fregatte)
TEXT_TOOLTIP_NEBULON_B_SQUADRON,Jäger: 0,5 / 1 | Bomber: 0,5 / 0
TEXT_TOOLTIP_NEBULON_B_WEAP1,2x Leichte Turbolaser: 2 / 1.67s / 5.1km
TEXT_TOOLTIP_NEBULON_B_WEAP2,2x Mittelschnelle Laserkanonen: 6 / 0.83s / 3.6km
TEXT_TOOLTIP_NEBULON_TENDER,Schwach bewaffnete Unterstützungsvariante der weit verbreiteten Nebulon-B-Fregatte.
TEXT_TOOLTIP_NEBULON_TENDER_HULL,Rumpf: 900 (Fregatte)
TEXT_TOOLTIP_NEBULON_TENDER_MOVE,Geschwindigkeit: 2,75 | Beschleunigung: 0,02 | Wendigkeit: 0,4
TEXT_TOOLTIP_NEBULON_TENDER_PD,Punktverteidigung: 1 / 0,31s / 1,5km
TEXT_TOOLTIP_NEBULON_TENDER_WEAP1,2x Leichte Turbolaser:  2 / 3.33s / 5.1km
TEXT_TOOLTIP_NEBULON_TENDER_WEAP2,2x Mittelschnelle Laserkanonen: 6 / 1,25s / 3,6km
TEXT_TOOLTIP_NEMESIS_GUNSHIP,Schwerer Kanonenboot mit einem komplizierten Jet-Antriebssystem, das hauptsächlich von wohlhabenden imperialen Garnisonen genutzt wurde. Bewaffnet mit einer gut ausbalancierten Waffenausstattung für den Kampf gegen leichtere Ziele und bemerkenswert als Terrorwaffe gegen schwächere Gegner.
TEXT_TOOLTIP_NEMESIS_GUNSHIP_COMPANY,Kompanie: 1x - Kanonenboot der Nemesis-Klasse
TEXT_TOOLTIP_NEMESIS_GUNSHIP_HEALTH,Gesundheit: 420 (Schwerer Speeder)
TEXT_TOOLTIP_NEMESIS_GUNSHIP_MOVE,Geschwindigkeit: 3,5 | Wendigkeit: 5,0
TEXT_TOOLTIP_NEMESIS_GUNSHIP_WEAP1,1x Projektilwerfer: 5 / 1,0s / 400m
TEXT_TOOLTIP_NEMESIS_GUNSHIP_WEAP2,1x AP-Blaster-Kanone: 4 / 3,0s / 400m
TEXT_TOOLTIP_NEMESIS_GUNSHIP_WEAP3,2x Protonenraketen: 1 / 15,0s / 400m
TEXT_TOOLTIP_NEOMEN,Kapitän Neomen war ein kompetenter Offizier, der im Sisar-System unter dem Befehl von Gouverneur Newen Streeg stationiert war. Er verachtete insgeheim seine Position und seinen Vorgesetzten und beschäftigte sich damit, Kunstwerke auf dem Schwarzmarkt zu erwerben, um sich zu amüsieren.
TEXT_TOOLTIP_NERVI,Ein heimlich machtsensitiver durchschnittlicher Kapitän mit Vorliebe für erfolgreiche Direktkämpfe. Er heiratete eine Beamtin namens Lilva Nervi, um unter ihrem Familiennamen mehr gesellschaftlichen Einfluss zu erlangen.
TEXT_TOOLTIP_NETBERS,Ein vertrauter Offizier und Ausbilder von Warlord Zsinj, Netbers hat sich auf den Nahkampf spezialisiert, obwohl er auch ein versierter Schütze und Geheimdienstmitarbeiter war.
TEXT_TOOLTIP_NETBERS_HEALTH,Gesundheit: 215 (Held)
TEXT_TOOLTIP_NETBERS_MOVE,Geschwindigkeit: 1,0s
TEXT_TOOLTIP_NETBERS_WEAP1,1x E11 Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NEUTRON,Die hapanische Kultur war traditionell stark isoliert und für einen Großteil ihrer Geschichte wurden die hapanischen Menschen von der weiteren Galaxie in Ruhe gelassen. Dies änderte sich jedoch mit dem Aufstieg des Imperiums, das häufig mit erheblicher Kraft in den Cluster einfiel. Diese neue Bedrohung veranlasste die Hapanische Königliche Marine, ein neues, größeres Schiff zu akzeptieren, das sich von der Standard-Hapan-Doktrin der konzentrierten Feuerkraft entfernte und stattdessen ein Schiff schuf, das besser in der Lage war, mit einem ebenbürtigen Gegner in einem Kampf zu ringen. Obwohl es nicht erfolgreich genug war, um die Hapan-Doktrin vollständig zu ändern, war der Neutron dennoch eine wertvolle Ergänzung zur Marine, der in der Lage war, feindliches Feuer von den massierten Kreuzern und kleinen Schiffen abzulenken.
TEXT_TOOLTIP_NEUTRON_HULL,Rumpf: 5400 (Großkampfschiffschiff)
TEXT_TOOLTIP_NEUTRON_MOVE,Geschwindigkeit: 2,5 | Beschleunigung: 0,03 | Drehung: 0,3
TEXT_TOOLTIP_NEUTRON_SHIELD, Schilde: 6000 / [45/R] (Großkampfschiffschiff)
TEXT_TOOLTIP_NEUTRON_SQUADRON, Jäger: 2 / 1
TEXT_TOOLTIP_NEUTRON_WEAP1, 7x Schwere Turbolaser: 2 / 1,0s / 7,2km
TEXT_TOOLTIP_NEUTRON_WEAP2, 3x Schweres Ionenkanone: 2 / 1,0s / 7,2km
TEXT_TOOLTIP_NEUTRON_WEAP3, 1x Protonentorpedo: 4 / 15,0s / 5,2km
TEXT_TOOLTIP_NEUTRONSTAR_TENDER,Eine Variante des Neutronenstern-Schwerlastkreuzers, die als bewaffnetes Frachtschiff dienen soll und nicht als militärisches Schiff zweiter Linie. Zu diesem Zweck verzichtet es auf mehrere Waffen des Basiskonzepts, um mehr Platz für internen Frachtverkehr zu schaffen. Wenn sie im militärischen Einsatz sind, transportieren diese Varianten Vorräte zu Flotten in Gebieten, in denen Piraten- oder Feindüberfälle drohen.
TEXT_TOOLTIP_NEUTRONSTAR_TENDER_HULL,Rumpf: 1260 (Fregatte)
TEXT_TOOLTIP_NEW_HOPE_SQUADRON,Jäger: 1,5 / 0 | Bomber: 1,5 / 0
TEXT_TOOLTIP_NICLARA,Niclara war ein Mitglied der Alderaanischen Imperialen Marine, das kurz vor der Schlacht von Yavin auf dem Todesstern diente. Sie blieb loyal, als ihre Heimatwelt durch die Station zerstört wurde, wurde jedoch vor der Schlacht von Yavin als Chefgeschützoffizierin auf das ISD Pulsar versetzt. Nach der Kapitulation des Pulsars entkam sie in die Outer Rim Territories, wo sie zusammen mit anderen imperialen Überlebenden eine fliegende Flotte bildete, die Einrichtungen der Neuen Republik angriff.
TEXT_TOOLTIP_NIELER,Jor Nieler war ein Espo-Truppführer auf dem Planeten Kirima. Ohne sein Wissen gehörte ein imperialer Spion, Cort Flavian, zu seinem Trupp.
TEXT_TOOLTIP_NIELER_HEALTH,Gesundheit: 170 (Held)
TEXT_TOOLTIP_NIELER_MOVE,Geschwindigkeit: 1.0
TEXT_TOOLTIP_NIELER_WEAP1,1x DLT-20A wiederholendes Blastergewehr: 5 / 1.0s / 240m
TEXT_TOOLTIP_NIELER_WEAP2,Schallgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_NIGHT_SISTER,Die Nightsisters stammen von Dathomir und nutzen die dunkle Seite der Macht, um ihre Rancor-Reittiere zu kontrollieren.
TEXT_TOOLTIP_NIGHT_SISTER_COMPANY,Kompanie: 2x - Nightsister
TEXT_TOOLTIP_NIGHT_SISTER_HEALTH,Gesundheit: 400 (Infanterie)
TEXT_TOOLTIP_NIGHT_SISTER_MOVE,Geschwindigkeit: 1.2 | Drehung: 5.0
TEXT_TOOLTIP_NIGHT_SISTER_WEAP1,1x Rancor-Klauen: 1 / 1.0s / 5m
TEXT_TOOLTIP_NIGHT_WIND_HULL,Rumpf: 400 (Kanonenboot)
TEXT_TOOLTIP_NIGHT_WIND_MOVE,Geschwindigkeit: 6.0 | Beschleunigung: 0.3 | Drehung: 2.0
TEXT_TOOLTIP_NIGHT_WIND_SHIELD,Schilde: 400 / [8/R] (Kanonenboot)
TEXT_TOOLTIP_NIGHT_WIND_WEAP1,2x Schwere Jäger-Laserkanonen: 8 / 0.5s / 2.0km
TEXT_TOOLTIP_NIL_SPAAR,TRANSLATE:Nil Spaar was the leader of the Yevethan rebellion that freed the Duskhan League from the Imperium. After gaining command of the Black Fleet, Nil Spaar began growing the Yevethan forces for an assault on the galaxy.
TEXT_TOOLTIP_NIRIZ,Niriz war ursprünglich Kapitän in der Imperialen Marine und wurde Thrawn während seiner Expedition in die Unbekannten Regionen zugeteilt. Nachdem er seine Loyalität bewiesen hatte, war Niriz an der Konstruktion und Verwaltung des Reichs der Hand beteiligt, zusammen mit Voss Parck.
TEXT_TOOLTIP_NIVERS,Nivers, ein Großmoff des Imperiums, floh auf seinen Heimatplaneten und wurde einer der vielen Kriegsherren, die in der Folge der Schlacht von Endor auftraten. Nivers war selbst für einen Großmoff brutal gegenüber Zivilisten und seine Fähigkeiten als militärischer Kommandeur wurden oft angezweifelt. Nivers hatte eine extreme Abneigung gegenüber dem Warlord Zsinj.
TEXT_TOOLTIP_NODA, Natürlich vorsichtiger Offizier, der Jerecs Task Force Vengeance als Bodenkommandant zugeteilt wurde. Führte imperialen Kräfte bei der Unterwerfung von Sulon an und versuchte dabei, die Allianz zu diskreditieren, während er Morgan Katarn jagte.
TEXT_TOOLTIP_NOGHRI_ASSASSIN, Die Noghri haben Darth Vader ihre Dienste zugesichert, um ihrer Bevölkerung zu helfen. Sie sind furchterregende Krieger und Assassinen.
TEXT_TOOLTIP_NOGHRI_ASSASSIN_COMPANY, Einheit: 3x - Noghri-Assassine
TEXT_TOOLTIP_NOGHRI_ASSASSIN_COMPANY_WEAP1,TRANSLATE:6x Disruptor Rifle: 1 / 5.0s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_COMPANY_WEAP2,TRANSLATE:3x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_COMPANY_WEAP3,TRANSLATE:3x Blaster Sniper Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_COMPANY_WEAP4,TRANSLATE:3x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_HEALTH, Gesundheit: 40 (Infanterie)
TEXT_TOOLTIP_NOGHRI_ASSASSIN_LEADER_HEALTH,TRANSLATE:Health: 34 (Infantry)
TEXT_TOOLTIP_NOGHRI_ASSASSIN_MOVE, Geschwindigkeit: 1.0
TEXT_TOOLTIP_NOGHRI_ASSASSIN_SQUAD,TRANSLATE:Company: 3x - Noghri Death Commando
TEXT_TOOLTIP_NOGHRI_ASSASSIN_SQUAD1_WEAP1,TRANSLATE:2x Disruptor Rifle: 1 / 5.0s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_SQUAD1_WEAP2,TRANSLATE:1x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_SQUAD1_WEAP3,TRANSLATE:1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_SQUAD2_WEAP1,TRANSLATE:3x Blaster Sniper Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_WEAP1, 1x Disruptorpistole: 1 / 1,5s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_WEAP2,TRANSLATE:1x E11 Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_WEAP3,TRANSLATE:1x Nightsinger Blaster Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_NOGHRI_ASSASSIN_WEAP4,TRANSLATE:1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_NOILS, Noils war der langjährige Kommandeur der imperialen Basis auf Kalist IV. Die bemerkenswerteste Operation während seiner Amtszeit war die Reprogrammierung eines Rebellenagenten, dessen "Rettung" Luke Skywalker und erhebliche Schäden an Personal und Material der Basis involvierte.
TEXT_TOOLTIP_NOVA_STORMTROOPER, Identifiziert durch ihre markante, verstärkte schwarze und goldene Rüstung sind Novatrooper hochqualifizierte Sturmtruppen. Sie werden oft für Kommando-Missionen eingesetzt und bewachen wichtige Orte.
TEXT_TOOLTIP_NOVA_STORMTROOPER_COMMANDER_COMPANY, Einheit: 1x - Nova Stormtrooper Feldkommandant
TEXT_TOOLTIP_NOVA_STORMTROOPER_COMMANDER_HEALTH, Gesundheit: 180 (Infanterie)
TEXT_TOOLTIP_NOVA_STORMTROOPER_HEALTH, Gesundheit: 25 (Infanterie)
TEXT_TOOLTIP_NOVA_STORMTROOPER_MOVE, Geschwindigkeit: 1.0
TEXT_TOOLTIP_NOVA_STORMTROOPER_SHIELD, Schilde: 15 / [3/R] (Infanterie)
TEXT_TOOLTIP_NOVA_STORMTROOPER_SQUAD, Trupp: 9x - Nova Stormtrooper
TEXT_TOOLTIP_NOVA_STORMTROOPER_SQUAD_WEAP1, 5x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NOVA_STORMTROOPER_SQUAD_WEAP2, 2x Schweres Repeating-Blastergeschütz: 5 / 1,0s / 280m
TEXT_TOOLTIP_NOVA_STORMTROOPER_SQUAD_WEAP3, 2x Disruptor-Gewehr: 1 / 5,0s / 220m
TEXT_TOOLTIP_NOVA_STORMTROOPER_SQUAD_WEAP4, 1x Erschütterungsgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_NOVA_STORMTROOPER_WEAP1, 1x E11N-Blasterkarabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NOVA_STORMTROOPER_WEAP2, 1x DLT-19-Repeating-Blaster: 5 / 1.0s / 280m
TEXT_TOOLTIP_NOVA_STORMTROOPER_WEAP3,1x DXR-6 Disruptorgewehr: 1 / 5.0s / 220m
TEXT_TOOLTIP_NOVA_STORMTROOPER_WEAP4,1x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_NOVACRUISER,TRANSLATE:A small Hapan frigate used to support Battle Dragon groups, the Nova Cruiser is generally deployed in wings of three to make up for slow turbolaser recharging rates.
TEXT_TOOLTIP_NOVACRUISER_HULL,TRANSLATE:Hull: 1000 (Frigate)
TEXT_TOOLTIP_NOVACRUISER_MOVE,TRANSLATE:Speed: 4.0 | Accel: 0.04 | Turn: 0.45
TEXT_TOOLTIP_NOVACRUISER_PD,TRANSLATE:Point-Defense: 1 / 0.21s / 1.75km
TEXT_TOOLTIP_NOVACRUISER_REFIT,TRANSLATE:As the Hapans interacted more with the wider galaxy they gained access to new technology which allowed them to cover up weaknesses in their technology base. The Nova Cruiser Refit took advantage of new technologies to add in Mon Calamari style shielding, and potentially even Mon Calamari shields themselves, and larger more capable power generators. This increase in power allowed for the calibre of turbolasers to be increased but forced a reduction of hangar space which now allowed only a single squadron.
TEXT_TOOLTIP_NOVACRUISER_REFIT_HULL,TRANSLATE:Hull: 1200 (Frigate)
TEXT_TOOLTIP_NOVACRUISER_REFIT_SHIELD,TRANSLATE:Shields: 2200 / [38.5/R] (Frigate)
TEXT_TOOLTIP_NOVACRUISER_REFIT_SQUADRON,TRANSLATE:Fighters: 1 / 0
TEXT_TOOLTIP_NOVACRUISER_REFIT_WEAP1,TRANSLATE:4x Medium Turbolasers: 2 / 1.6s / 6.2km
TEXT_TOOLTIP_NOVACRUISER_SHIELD,TRANSLATE:Shields: 2000 / [35/R] (Frigate)
TEXT_TOOLTIP_NOVACRUISER_SQUADRON,TRANSLATE:Fighters: 1 / 1 | Bombers: 0.5 / 0.5
TEXT_TOOLTIP_NOVACRUISER_WEAP1,TRANSLATE:4x Light Turbolasers: 2 / 1.6s / 5.1km
TEXT_TOOLTIP_NOVACRUISER_WEAP2,TRANSLATE:2x Medium Ion Cannons: 2 / 2.0s / 6.2km
TEXT_TOOLTIP_NOVACRUISER_WEAP3,TRANSLATE:2x Heavy Rapid Laser Cannons: 6 / 1.0s / 4.1km
TEXT_TOOLTIP_NR_ARMY_COMMANDER_COMPANY,Kompanie: 1x - Armee-Feldkommandant
TEXT_TOOLTIP_NR_ARMY_COMMANDER_HEALTH,Gesundheit: 180 (Infanterie)
TEXT_TOOLTIP_NR_LUSANKYA_SQUADRON,Jäger: 5 / 25 | Bomber: 1 / 5
TEXT_TOOLTIP_NRARMY,Flexible Infanterieeinheiten, die aus verschiedenen Sicherheitskräften der Allianzarmee und den verschiedenen lokalen Streitkräften von Planeten gebildet wurden, die ihre Unterstützung für die Neue Republik zugesagt haben. Gut ausgerüstet mit einer Vielzahl erbeuteter und überschüssiger Ausrüstung.
TEXT_TOOLTIP_NRARMY_COMPANY,Kompanie: 40x - Armeeinfanterist
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP1,14x Blastergewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP2,16x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP3,2x Leichter Wiederholungsblaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP4,4x Schwerer AP-Raketenwerfer: 1 / 11,5s / 320m
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP5,4x Leichter AP-Raketenwerfer: 1 / 9,0s / 280m
TEXT_TOOLTIP_NRARMY_COMPANY_WEAP6,8x Erschütterungsgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_NRARMY_CPT_HEALTH,Gesundheit: 24 (Infanterie)
TEXT_TOOLTIP_NRARMY_HEALTH,Gesundheit: 16 (Infanterie)
TEXT_TOOLTIP_NRARMY_MOVE,Geschwindigkeit: 1,0
TEXT_TOOLTIP_NRARMY_SGT_HEALTH,Gesundheit: 18 (Infanterie)
TEXT_TOOLTIP_NRARMY_SQUAD,Trupp: 10x - Armeeinfanterist
TEXT_TOOLTIP_NRARMY_SQUAD_MEDIC_WEAP1,10x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NRARMY_SQUAD1_WEAP1,8x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_NRARMY_SQUAD1_WEAP2,2x Leichter AP-Raketenwerfer: 1 / 9,0s / 280m
